act_tag,pay_tag,type,dis_type,users,target_sum,target_count
20250321-20250324-4,中R,道具获得,4,141,4557.0,1836
20241207-20241210-4,大R,道具获得,1,16,5966.0,197
20241215-20241218-4,微R,道具获得,4,218,3464.0,1987
20250424-20250427-4,中R,道具获得,3,69,3990.0,554
20250125-20250128-4,未活跃,道具获得,4,54,648.0,375
20250108-20250111-4,大R,道具获得,3,22,1755.0,256
20250303-20250306-4,中R,3_转盘心愿,阵石招募令,71,4188.0,1396
20250219-20250222-4,非R,3_转盘心愿,战旗觉醒道具自选包,255,5970.0,1990
20250219-20250222-4,超R,3_转盘心愿,武将经验 +100000,16,3085.0,617
20250303-20250306-4,超R,4_转盘心愿,火砂（神武升级道具）,16,81200.0,406
20250303-20250306-4,超R,4_转盘心愿,武将经验 +20000,11,3528.0,441
20250303-20250306-4,微R,1_转盘心愿,S30明智光秀UR,64,280.0,280
20250321-20250324-4,非R,4_转盘心愿,银币,1419,1307175000.0,14058
20250108-20250111-4,中R,3_转盘心愿,战旗觉醒道具自选包,54,4815.0,1605
20250506-20250509-4,微R,3_转盘心愿,火石（神武升星道具）,271,41030.0,4103
20250506-20250509-4,小R,3_转盘心愿,高级招募令,14,66.0,22
20250219-20250222-4,非R,1_转盘心愿,S28柿崎景家UR,354,1388.0,1388
20241215-20241218-4,未活跃,3_转盘心愿,S34招募令,75,2346.0,782
20250207-20250210-4,大R,2_转盘心愿,S33前田美津SSR+（碎片）,25,2740.0,548
20250207-20250210-4,小R,2_转盘心愿,S35真田幸隆SSR+（碎片）,94,5460.0,2730
20250401-20250404-4,小R,2_转盘心愿,S28柿崎景家UR（碎片）,71,1640.0,328
20250401-20250404-4,大R,2_转盘心愿,S33前田庆次UR（碎片）,23,1910.0,382
20250219-20250222-4,大R,2_转盘心愿,SSR+神武武器-禅杖,34,1222.0,1222
20250412-20250415-4,非R,3_转盘心愿,S36招募令,597,19560.0,6520
20250412-20250415-4,小R,3_转盘心愿,铁锭（装备饰品和改造道具）,157,1387000.0,2774
20250424-20250427-4,中R,3_转盘心愿,试金石,146,27060.0,2706
20250424-20250427-4,大R,3_转盘心愿,阵石招募令,22,2568.0,856
20250522-20250525-4,大R,4_转盘心愿,神砂,26,162400.0,812
20250303-20250306-4,大R,2_转盘心愿,SSR+折扇,34,1132.0,1132
20250424-20250427-4,非R,1_转盘心愿,佐竹义重UR武器,1353,10683.0,10683
20250424-20250427-4,非R,1_转盘心愿,S32酒井忠次UR,160,430.0,430
20250424-20250427-4,超R,1_转盘心愿,UR赤備えの太刀,17,368.0,368
20250522-20250525-4,微R,2_转盘心愿,SSR+鬼虎之枪,267,3473.0,3473
20250424-20250427-4,中R,4_转盘心愿,铭刻道具自选包,146,2706.0,2706
20250117-20250120-4,微R,4_转盘心愿,银币,217,380700000.0,3807
20250303-20250306-4,大R,3_转盘心愿,S30冠军鸡,33,2505.0,835
20250506-20250509-4,未活跃,1_转盘心愿,佐竹义重UR武器,23,251.0,251
20250401-20250404-4,大R,4_转盘心愿,计策锦囊(被gameconstantset引用),33,18900.0,945
20250506-20250509-4,中R,4_转盘心愿,计策锦囊(被gameconstantset引用),132,63500.0,3175
20241215-20241218-4,中R,1_转盘心愿,S34织田冬姬SSR+,104,1348.0,1348
20250108-20250111-4,非R,2_转盘心愿,援·丰臣秀吉SSR+,244,1889.0,1889
20250108-20250111-4,小R,2_转盘心愿,S25斋藤义龙UR(碎片),83,2485.0,497
20250108-20250111-4,微R,2_转盘心愿,S31京极龙子UR（碎片）,97,2510.0,502
20250108-20250111-4,中R,2_转盘心愿,援·阿国SSR+,29,797.0,797
20250108-20250111-4,大R,2_转盘心愿,S28柿崎景家UR（碎片）,20,1700.0,340
20250108-20250111-4,中R,2_转盘心愿,谋·竹中半兵卫SSR+,42,958.0,958
20250108-20250111-4,大R,2_转盘心愿,S32酒井忠次UR（碎片）,7,515.0,103
20250219-20250222-4,非R,2_转盘心愿,援·阿国SSR+,293,2159.0,2159
20250125-20250128-4,微R,4_转盘心愿,铭刻道具自选包,277,5265.0,5265
20250506-20250509-4,超R,1_转盘心愿,UR赤備えの太刀,17,345.0,345
20250117-20250120-4,小R,2_转盘心愿,织田信长SSR+,47,767.0,767
20250401-20250404-4,超R,2_转盘心愿,S32酒井忠次UR（碎片）,7,605.0,121
20250506-20250509-4,中R,1_转盘心愿,S20朝日姬SSR+,38,351.0,351
20250506-20250509-4,超R,1_转盘心愿,S32金森长近SSR+,12,136.0,136
20250125-20250128-4,未活跃,4_转盘心愿,火石（神武升星道具）,85,3252.0,813
20250117-20250120-4,中R,1_转盘心愿,S34织田冬姬SSR+,101,884.0,884
20250522-20250525-4,中R,1_转盘心愿,S36UR-武田信繁,71,1318.0,1318
20250424-20250427-4,中R,2_转盘心愿,神武武器-雍刀,146,2706.0,2706
20250424-20250427-4,中R,1_转盘心愿,S31京极龙子UR,61,466.0,466
20250125-20250128-4,大R,3_转盘心愿,阵石招募令,27,2793.0,931
20250522-20250525-4,超R,2_转盘心愿,神武武器-雍刀,17,388.0,388
20250522-20250525-4,超R,2_转盘心愿,火精（神武升星突破道具）,17,3880.0,388
20250522-20250525-4,中R,2_转盘心愿,织田信长SSR+,26,530.0,530
20250424-20250427-4,超R,1_转盘心愿,S34蒲生氏乡UR,12,174.0,174
20250108-20250111-4,超R,3_转盘心愿,高级招募令,1,123.0,41
20250207-20250210-4,小R,3_转盘心愿,UR招募令,76,6024.0,2008
20250321-20250324-4,大R,4_转盘心愿,战旗经验书-紫,34,35.0,35
20250108-20250111-4,微R,4_转盘心愿,银币,216,411300000.0,4113
20250321-20250324-4,未活跃,4_转盘心愿,战旗经验书-紫,16,16.0,16
20250321-20250324-4,微R,1_转盘心愿,S35真田幸隆SSR+,130,352.0,352
20250321-20250324-4,小R,1_转盘心愿,S31京极龙子UR,72,351.0,351
20250401-20250404-4,超R,1_转盘心愿,S31京极龙子UR,8,137.0,137
20250424-20250427-4,中R,3_转盘心愿,家宝箱子道具自选包,20,202.0,202
20241215-20241218-4,中R,2_转盘心愿,谋·竹中半兵卫SSR+,46,847.0,847
20241215-20241218-4,小R,2_转盘心愿,S31京极龙子UR（碎片）,142,9005.0,1801
20241215-20241218-4,非R,2_转盘心愿,S34织田冬姬SSR+（碎片）,578,14058.0,7029
20241227-20241230-4,微R,2_转盘心愿,援·丰臣秀吉SSR+,50,482.0,482
20241227-20241230-4,微R,1_转盘心愿,S31三之丸殿SSR+,107,761.0,761
20250108-20250111-4,未活跃,2_转盘心愿,S32酒井忠次UR（碎片）,13,185.0,37
20250207-20250210-4,未活跃,1_转盘心愿,S33前田美津SSR+,17,114.0,114
20250303-20250306-4,大R,2_转盘心愿,S30明智光秀UR（碎片）,11,1085.0,217
20250424-20250427-4,超R,1_转盘心愿,S28柿崎景家UR,10,78.0,78
20250219-20250222-4,小R,2_转盘心愿,S29佐久间盛政UR（碎片）,31,580.0,116
20250321-20250324-4,超R,2_转盘心愿,火精（神武升星突破道具）,17,990.0,99
20250506-20250509-4,中R,直购礼包,赛季UR转盘礼包1,16,2875.721600000001,88
20250412-20250415-4,大R,直购礼包,赛季UR转盘礼包1,9,3968.0,124
20250117-20250120-4,非R,直购礼包,赛季UR转盘礼包3,1,1229.6072,2
20250125-20250128-4,微R,直购礼包,赛季UR转盘礼包3,1,660.0,1
20250321-20250324-4,未活跃,2_转盘心愿,SSR+神武武器-禅杖,9,26.0,26
20241227-20241230-4,超R,3_转盘心愿,战旗觉醒道具自选包,13,1569.0,523
20250321-20250324-4,大R,3_转盘心愿,铭刻道具,26,1350.0,27
20241215-20241218-4,未活跃,道具获得,3,20,570.0,72
20241227-20241230-4,超R,道具获得,3,9,670.0,98
20250207-20250210-4,非R,道具获得,4,935,26022.0,15450
20250303-20250306-4,大R,3_转盘心愿,试金石,34,11320.0,1132
20250321-20250324-4,中R,4_转盘心愿,银币,145,426825000.0,4386
20250108-20250111-4,非R,3_转盘心愿,S34招募令,703,19044.0,6348
20250506-20250509-4,小R,3_转盘心愿,武将经验 +100000,128,6200.0,1240
20250506-20250509-4,微R,3_转盘心愿,研习橙色道具,212,46200.0,2310
20250219-20250222-4,中R,1_转盘心愿,S28柿崎景家UR,83,964.0,964
20250219-20250222-4,未活跃,1_转盘心愿,神武武器-朱枪,51,350.0,350
20250522-20250525-4,非R,4_转盘心愿,玉钢,1378,112116000.0,18686
20250321-20250324-4,超R,2_转盘心愿,援·丰臣秀吉SSR+,3,184.0,184
20241215-20241218-4,微R,3_转盘心愿,高级招募令,49,558.0,186
20250207-20250210-4,非R,4_转盘心愿,玉钢,952,136956000.0,22826
20250207-20250210-4,小R,4_转盘心愿,武将经验 +20000,118,29168.0,3646
20250401-20250404-4,微R,2_转盘心愿,援·丰臣秀吉SSR+,49,359.0,359
20250401-20250404-4,超R,2_转盘心愿,S28柿崎景家UR（碎片）,9,650.0,130
20250401-20250404-4,非R,2_转盘心愿,S35真田幸隆SSR+（碎片）,431,5616.0,2808
20250401-20250404-4,小R,2_转盘心愿,援·丰臣秀吉SSR+,23,212.0,212
20250219-20250222-4,中R,2_转盘心愿,SSR+折扇,144,3464.0,3464
20250412-20250415-4,大R,3_转盘心愿,S36招募令,17,2943.0,981
20250412-20250415-4,非R,3_转盘心愿,试金石,1435,131050.0,13105
20250424-20250427-4,中R,3_转盘心愿,战旗觉醒道具自选包,42,2244.0,748
20250412-20250415-4,大R,4_转盘心愿,火石（神武升星道具）,34,4500.0,1125
20250303-20250306-4,非R,2_转盘心愿,织田信长SSR+,247,2045.0,2045
20250412-20250415-4,小R,1_转盘心愿,S36UR-武田信繁,127,1791.0,1791
20250424-20250427-4,超R,3_转盘心愿,试金石,17,3680.0,368
20250412-20250415-4,非R,2_转盘心愿,谋·竹中半兵卫SSR+,369,3856.0,3856
20250412-20250415-4,小R,2_转盘心愿,火精（神武升星突破道具）,157,27740.0,2774
20250412-20250415-4,大R,2_转盘心愿,SSR+鬼虎之枪,34,1125.0,1125
20250522-20250525-4,微R,2_转盘心愿,神武武器-武士刀,267,3473.0,3473
20250412-20250415-4,大R,2_转盘心愿,勇·前田利家SSR+,12,434.0,434
20250117-20250120-4,大R,4_转盘心愿,计策锦囊(被gameconstantset引用),32,25460.0,1273
20250303-20250306-4,超R,1_转盘心愿,S35山本勘助UR,11,413.0,413
20250506-20250509-4,未活跃,1_转盘心愿,神武武器-6周年庆,23,251.0,251
20250506-20250509-4,中R,1_转盘心愿,S33前田美津SSR+,44,499.0,499
20250303-20250306-4,小R,1_转盘心愿,S31京极龙子UR,73,482.0,482
20250506-20250509-4,小R,4_转盘心愿,银币,156,462000000.0,4620
20241215-20241218-4,中R,1_转盘心愿,S34蒲生氏乡UR,96,1740.0,1740
20250125-20250128-4,超R,4_转盘心愿,银币,17,107200000.0,1072
20250506-20250509-4,超R,1_转盘心愿,佐竹义重UR武器,17,345.0,345
20250522-20250525-4,未活跃,3_转盘心愿,战旗觉醒道具自选包,6,186.0,62
20250506-20250509-4,未活跃,2_转盘心愿,S18山中幸盛SSR+(碎片),6,130.0,26
20250207-20250210-4,超R,2_转盘心愿,S35真田幸隆SSR+（碎片）,10,888.0,444
20250117-20250120-4,非R,3_转盘心愿,战旗觉醒道具自选包,234,5667.0,1889
20250117-20250120-4,非R,3_转盘心愿,家宝箱子道具自选包,188,1267.0,1267
20250125-20250128-4,微R,4_转盘心愿,武将经验 +20000,227,30728.0,3841
20250401-20250404-4,小R,2_转盘心愿,S32酒井忠次UR（碎片）,38,890.0,178
20250125-20250128-4,未活跃,2_转盘心愿,织田信长SSR+,17,102.0,102
20250117-20250120-4,非R,1_转盘心愿,S31三之丸殿SSR+,373,1600.0,1600
20250125-20250128-4,小R,3_转盘心愿,战旗觉醒道具自选包,62,2937.0,979
20250522-20250525-4,中R,2_转盘心愿,S7山本勘助SSR+,24,451.0,451
20250522-20250525-4,微R,1_转盘心愿,S32酒井忠次UR,64,256.0,256
20250522-20250525-4,超R,1_转盘心愿,神武武器-瓮通枪,17,388.0,388
20250401-20250404-4,微R,1_转盘心愿,S35真田幸隆SSR+,113,270.0,270
20250412-20250415-4,大R,3_转盘心愿,研习金色道具,19,3425.0,685
20241215-20241218-4,非R,2_转盘心愿,援·丰臣秀吉SSR+,273,1972.0,1972
20241215-20241218-4,中R,2_转盘心愿,S33前田庆次UR（碎片）,135,12320.0,2464
20250321-20250324-4,超R,1_转盘心愿,联动-查理曼UR,9,9.0,9
20250321-20250324-4,未活跃,1_转盘心愿,UR采配,9,26.0,26
20241227-20241230-4,微R,2_转盘心愿,S34织田冬姬SSR+（碎片）,149,5856.0,2928
20250108-20250111-4,超R,1_转盘心愿,S23岛津家久UR,2,32.0,32
20250321-20250324-4,超R,1_转盘心愿,光·井伊直虎UR,2,2.0,2
20241207-20241210-4,小R,3_转盘心愿,研习橙色道具,93,2880.0,144
20241207-20241210-4,中R,3_转盘心愿,UR招募令,74,225.0,75
20241207-20241210-4,小R,直购礼包上月标签,小R,13,8593.508099999995,80
20250506-20250509-4,大R,直购礼包上月标签,大R,14,24417.940799999997,209
20250506-20250509-4,中R,直购礼包,赛季UR转盘礼包2,13,3090.806400000001,25
20241227-20241230-4,小R,直购礼包,赛季UR转盘礼包2,11,4566.120000000001,37
20250303-20250306-4,小R,直购礼包,赛季UR转盘礼包3,1,660.0,1
20241207-20241210-4,中R,2_转盘心愿,援·丰臣秀吉SSR+,17,20.0,20
20241227-20241230-4,微R,3_转盘心愿,S34招募令,192,9309.0,3103
20241227-20241230-4,超R,3_转盘心愿,S34招募令,12,1224.0,408
20241215-20241218-4,未活跃,2_转盘心愿,援·丰臣秀吉SSR+,18,87.0,87
20241227-20241230-4,未活跃,3_转盘心愿,战旗觉醒道具自选包,8,84.0,28
20250522-20250525-4,超R,2_转盘心愿,勇·前田利家SSR+,1,6.0,6
20250125-20250128-4,大R,道具获得,1,4,744.0,31
20250303-20250306-4,非R,道具获得,4,840,11349.0,6791
20250108-20250111-4,非R,道具获得,3,270,9490.0,1207
20250207-20250210-4,小R,道具获得,3,55,6110.0,814
20250424-20250427-4,非R,道具获得,1,1,28.0,3
20250303-20250306-4,中R,3_转盘心愿,武将经验 +100000,122,6320.0,1264
20250303-20250306-4,微R,1_转盘心愿,S32酒井忠次UR,45,168.0,168
20250321-20250324-4,非R,4_转盘心愿,神砂,1320,1328150.0,7627
20250321-20250324-4,大R,4_转盘心愿,神砂,34,131350.0,683
20250522-20250525-4,中R,3_转盘心愿,橙经验国宝,15,740.0,148
20250506-20250509-4,小R,2_转盘心愿,SSR+折扇,156,2574.0,2574
20250506-20250509-4,超R,2_转盘心愿,织田信长SSR+,8,173.0,173
20250108-20250111-4,微R,3_转盘心愿,武将经验 +100000,182,10605.0,2121
20250108-20250111-4,小R,3_转盘心愿,橙经验国宝,31,2065.0,413
20250506-20250509-4,中R,2_转盘心愿,S20朝日姬SSR+(碎片),36,1585.0,317
20250207-20250210-4,大R,2_转盘心愿,S14濑名姬SSR+(碎片),11,1560.0,312
20250219-20250222-4,超R,1_转盘心愿,UR神武武器-国光,17,458.0,458
20250321-20250324-4,微R,2_转盘心愿,S32酒井忠次UR（碎片）,56,1205.0,241
20250321-20250324-4,大R,2_转盘心愿,S33前田庆次UR（碎片）,26,2800.0,560
20250522-20250525-4,中R,4_转盘心愿,铁锭（装备饰品和改造道具）,146,590400.0,2952
20250522-20250525-4,超R,4_转盘心愿,火砂（神武升级道具）,17,77600.0,388
20241215-20241218-4,微R,3_转盘心愿,武将经验 +100000,230,16165.0,3233
20241215-20241218-4,超R,3_转盘心愿,武将经验 +100000,17,3935.0,787
20250207-20250210-4,微R,2_转盘心愿,援·阿国SSR+,61,1440.0,1440
20241215-20241218-4,超R,3_转盘心愿,高级招募令,1,108.0,36
20250401-20250404-4,中R,2_转盘心愿,织田信长SSR+,48,748.0,748
20250219-20250222-4,大R,2_转盘心愿,谋·竹中半兵卫SSR+,11,349.0,349
20250219-20250222-4,未活跃,3_转盘心愿,火砂（神武升级道具）,51,175000.0,350
20250412-20250415-4,微R,3_转盘心愿,铁锭（装备饰品和改造道具）,274,2087000.0,4174
20250412-20250415-4,小R,4_转盘心愿,火砂（神武升级道具）,157,554800.0,2774
20250412-20250415-4,非R,4_转盘心愿,神砂,915,1956800.0,9784
20250303-20250306-4,超R,2_转盘心愿,神武武器-雍刀,16,406.0,406
20250412-20250415-4,微R,1_转盘心愿,佐竹义重UR武器,274,4174.0,4174
20250412-20250415-4,小R,1_转盘心愿,神武武器-6周年庆,157,2774.0,2774
20250424-20250427-4,超R,3_转盘心愿,火石（神武升星道具）,17,3680.0,368
20250412-20250415-4,超R,2_转盘心愿,SSR+鬼虎之枪,17,512.0,512
20250412-20250415-4,超R,2_转盘心愿,援·丰臣秀吉SSR+,6,467.0,467
20250522-20250525-4,微R,2_转盘心愿,火精（神武升星突破道具）,267,34730.0,3473
20250522-20250525-4,非R,2_转盘心愿,丰臣秀吉SSR+,107,1095.0,1095
20250117-20250120-4,非R,4_转盘心愿,计策锦囊(被gameconstantset引用),863,180300.0,9015
20250412-20250415-4,大R,1_转盘心愿,UR采配,34,1125.0,1125
20250401-20250404-4,中R,4_转盘心愿,银币,135,239600000.0,2396
20250506-20250509-4,小R,4_转盘心愿,火石（神武升星道具）,156,10296.0,2574
20250219-20250222-4,超R,2_转盘心愿,S28柿崎景家UR（碎片）,10,1015.0,203
20250401-20250404-4,中R,3_转盘心愿,研习橙色道具,123,29820.0,1491
20250117-20250120-4,大R,2_转盘心愿,S31三之丸殿SSR+（碎片）,24,1210.0,242
20250117-20250120-4,微R,2_转盘心愿,织田信长SSR+,75,1195.0,1195
20250207-20250210-4,微R,3_转盘心愿,UR招募令,128,12180.0,4060
20250125-20250128-4,微R,4_转盘心愿,计策锦囊(被gameconstantset引用),227,76820.0,3841
20250424-20250427-4,大R,2_转盘心愿,神武武器-武士刀,34,1019.0,1019
20250424-20250427-4,超R,2_转盘心愿,织田信长SSR+,5,313.0,313
20250125-20250128-4,中R,3_转盘心愿,铁锭（装备饰品和改造道具）,144,2126500.0,4253
20250125-20250128-4,非R,3_转盘心愿,高级招募令,177,1626.0,542
20241215-20241218-4,小R,4_转盘心愿,玉钢,143,25812000.0,4302
20250424-20250427-4,小R,2_转盘心愿,S33前田庆次UR（碎片）,83,2835.0,567
20250207-20250210-4,未活跃,3_转盘心愿,研习金色道具,22,2300.0,460
20250219-20250222-4,小R,4_转盘心愿,火砂（神武升级道具）,156,573800.0,2869
20250219-20250222-4,小R,4_转盘心愿,铁锭（装备饰品和改造道具）,156,573800.0,2869
20250108-20250111-4,中R,4_转盘心愿,武将经验 +20000,115,23824.0,2978
20250321-20250324-4,大R,1_转盘心愿,S28柿崎景家UR,25,459.0,459
20250401-20250404-4,小R,1_转盘心愿,S35真田幸隆SSR+,74,214.0,214
20241215-20241218-4,未活跃,2_转盘心愿,S32酒井忠次UR（碎片）,71,2135.0,427
20241227-20241230-4,超R,2_转盘心愿,谋·竹中半兵卫SSR+,9,293.0,293
20241227-20241230-4,未活跃,2_转盘心愿,S30丹羽长秀SSR+（碎片）,17,455.0,91
20241227-20241230-4,非R,1_转盘心愿,S34蒲生氏乡UR,633,4828.0,4828
20250522-20250525-4,小R,1_转盘心愿,S31京极龙子UR,82,399.0,399
20250125-20250128-4,非R,1_转盘心愿,UR神武武器-国光,1444,16553.0,16553
20250125-20250128-4,小R,1_转盘心愿,神武武器-瓮通枪,156,3726.0,3726
20250424-20250427-4,大R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,10,324.0,162
20250412-20250415-4,超R,3_转盘心愿,家宝箱子道具自选包,5,316.0,316
20241207-20241210-4,小R,1_转盘心愿,S34蒲生氏乡UR,127,129.0,129
20250108-20250111-4,微R,1_转盘心愿,S34蒲生氏乡UR,155,2022.0,2022
20250321-20250324-4,非R,2_转盘心愿,SSR+折扇,1163,4205.0,4205
20250321-20250324-4,小R,2_转盘心愿,火精（神武升星突破道具）,145,7550.0,755
20250207-20250210-4,未活跃,1_转盘心愿,S12本愿寺显如SSR+,21,254.0,254
20250125-20250128-4,超R,1_转盘心愿,神武武器-朱枪,17,575.0,575
20250303-20250306-4,超R,2_转盘心愿,援·丰臣秀吉SSR+,4,262.0,262
20241207-20241210-4,微R,3_转盘心愿,战旗觉醒道具自选包,88,381.0,127
20250303-20250306-4,未活跃,2_转盘心愿,S35真田幸隆SSR+（碎片）,9,138.0,69
20241227-20241230-4,小R,直购礼包,赛季UR转盘礼包3,6,11771.661199999999,19
20250522-20250525-4,小R,直购礼包,赛季UR转盘礼包2,2,610.0896,5
20241227-20241230-4,非R,3_转盘心愿,研习金色道具,302,11470.0,2294
20241227-20241230-4,中R,3_转盘心愿,橙经验国宝,21,840.0,168
20241207-20241210-4,超R,4_转盘心愿,神砂,16,5800.0,29
20250321-20250324-4,超R,2_转盘心愿,金色阵石,8,8.0,8
20241207-20241210-4,超R,1_转盘心愿,S34蒲生氏乡UR,13,16.0,16
20250412-20250415-4,小R,道具获得,3,31,1145.0,137
20250506-20250509-4,超R,道具获得,4,17,1009.0,261
20250412-20250415-4,小R,道具获得,1,1,16.0,1
20250412-20250415-4,非R,4_转盘心愿,银币,1472,2288900000.0,22889
20250412-20250415-4,超R,4_转盘心愿,计策锦囊(被gameconstantset引用),17,22640.0,1132
20250412-20250415-4,大R,4_转盘心愿,计策锦囊(被gameconstantset引用),33,32040.0,1602
20250522-20250525-4,超R,4_转盘心愿,火石（神武升星道具）,17,1552.0,388
20250522-20250525-4,小R,4_转盘心愿,火砂（神武升级道具）,157,496800.0,2484
20250506-20250509-4,大R,1_转盘心愿,S36SSR+-诸角虎定,18,71.0,71
20250424-20250427-4,小R,3_转盘心愿,试金石,154,23960.0,2396
20250522-20250525-4,微R,3_转盘心愿,S36招募令,215,6009.0,2003
20250522-20250525-4,未活跃,3_转盘心愿,家宝箱子道具自选包,3,43.0,43
20250125-20250128-4,微R,2_转盘心愿,火精（神武升星突破道具）,277,52650.0,5265
20250125-20250128-4,中R,2_转盘心愿,神武武器-武士刀,144,4253.0,4253
20250506-20250509-4,非R,1_转盘心愿,S20朝日姬SSR+,283,1298.0,1298
20250424-20250427-4,中R,4_转盘心愿,神砂,84,309800.0,1549
20250424-20250427-4,中R,4_转盘心愿,火石（神武升星道具）,146,10824.0,2706
20250303-20250306-4,未活跃,4_转盘心愿,火石（神武升星道具）,33,780.0,195
20250303-20250306-4,大R,4_转盘心愿,计策锦囊(被gameconstantset引用),34,24040.0,1202
20250303-20250306-4,非R,1_转盘心愿,S33前田庆次UR,435,1361.0,1361
20250125-20250128-4,未活跃,3_转盘心愿,研习橙色道具,29,4600.0,230
20241215-20241218-4,小R,3_转盘心愿,研习橙色道具,143,58020.0,2901
20250219-20250222-4,中R,3_转盘心愿,S30冠军鸡,130,8553.0,2851
20250219-20250222-4,微R,3_转盘心愿,研习金色道具,81,4320.0,864
20250219-20250222-4,小R,3_转盘心愿,家宝箱子道具自选包,24,223.0,223
20250401-20250404-4,大R,3_转盘心愿,S30冠军鸡,32,2067.0,689
20250401-20250404-4,中R,3_转盘心愿,家宝箱子道具自选包,16,264.0,264
20250125-20250128-4,大R,2_转盘心愿,勇·前田利家SSR+,13,357.0,357
20250522-20250525-4,中R,3_转盘心愿,火砂（神武升级道具）,146,1476000.0,2952
20250219-20250222-4,超R,2_转盘心愿,神武武器-雍刀,17,458.0,458
20250219-20250222-4,非R,1_转盘心愿,神武武器-朱枪,1407,13196.0,13196
20250219-20250222-4,小R,1_转盘心愿,S33前田庆次UR,80,485.0,485
20250207-20250210-4,微R,2_转盘心愿,S31三之丸殿SSR+（碎片）,79,6060.0,1212
20250321-20250324-4,中R,2_转盘心愿,金色国宝随机包（10个全）,93,97.0,97
20250219-20250222-4,超R,1_转盘心愿,S35山本勘助UR,14,575.0,575
20250219-20250222-4,微R,3_转盘心愿,火石（神武升星道具）,272,44270.0,4427
20250506-20250509-4,未活跃,1_转盘心愿,神武武器-瓮通枪,23,251.0,251
20250125-20250128-4,微R,4_转盘心愿,火砂（神武升级道具）,277,1053000.0,5265
20250125-20250128-4,小R,4_转盘心愿,计策锦囊(被gameconstantset引用),144,46320.0,2316
20250125-20250128-4,微R,4_转盘心愿,神砂,227,768200.0,3841
20250125-20250128-4,中R,4_转盘心愿,神砂,133,649200.0,3246
20250506-20250509-4,微R,1_转盘心愿,S33前田美津SSR+,58,290.0,290
20250108-20250111-4,超R,3_转盘心愿,战旗觉醒道具自选包,13,1425.0,475
20250117-20250120-4,大R,4_转盘心愿,武将经验 +20000,32,8248.0,1031
20241227-20241230-4,大R,4_转盘心愿,银币,33,146700000.0,1467
20241227-20241230-4,未活跃,4_转盘心愿,武将经验 +20000,45,3104.0,388
20250207-20250210-4,超R,4_转盘心愿,计策锦囊(被gameconstantset引用),16,19360.0,968
20250522-20250525-4,未活跃,4_转盘心愿,武将经验 +20000,16,1160.0,145
20250303-20250306-4,大R,2_转盘心愿,织田信长SSR+,18,426.0,426
20250303-20250306-4,大R,2_转盘心愿,谋·竹中半兵卫SSR+,9,168.0,168
20250424-20250427-4,大R,1_转盘心愿,S32酒井忠次UR,10,297.0,297
20250424-20250427-4,大R,1_转盘心愿,UR赤備えの太刀,34,1019.0,1019
20250506-20250509-4,未活跃,4_转盘心愿,铭刻道具自选包,23,251.0,251
20250424-20250427-4,中R,2_转盘心愿,S34蒲生氏乡UR（碎片）,86,4575.0,915
20250412-20250415-4,超R,3_转盘心愿,武将经验 +100000,7,2140.0,428
20250522-20250525-4,大R,2_转盘心愿,S34蒲生氏乡UR（碎片）,22,1930.0,386
20250303-20250306-4,未活跃,3_转盘心愿,研习紫色道具,3,600.0,6
20250424-20250427-4,小R,2_转盘心愿,勇·前田利家SSR+,25,181.0,181
20250401-20250404-4,非R,2_转盘心愿,织田信长SSR+,230,1887.0,1887
20250401-20250404-4,大R,2_转盘心愿,S32酒井忠次UR（碎片）,13,945.0,189
20250108-20250111-4,中R,1_转盘心愿,S23岛津义弘UR,73,688.0,688
20250108-20250111-4,中R,2_转盘心愿,S23岛津家久UR(碎片),12,650.0,130
20250321-20250324-4,中R,1_转盘心愿,UR采配,141,1110.0,1110
20250321-20250324-4,超R,1_转盘心愿,佐竹义重UR武器,17,99.0,99
20250321-20250324-4,小R,1_转盘心愿,2025元旦UR神武武器-三日月宗近,145,755.0,755
20250321-20250324-4,小R,1_转盘心愿,联动-查理曼UR,38,38.0,38
20250303-20250306-4,未活跃,2_转盘心愿,火精（神武升星突破道具）,33,1950.0,195
20250117-20250120-4,非R,1_转盘心愿,S34织田冬姬SSR+,516,1632.0,1632
20250117-20250120-4,非R,1_转盘心愿,S34蒲生氏乡UR,613,4610.0,4610
20250219-20250222-4,中R,2_转盘心愿,勇·前田利家SSR+,33,766.0,766
20250108-20250111-4,小R,1_转盘心愿,S32酒井忠次UR,30,161.0,161
20250108-20250111-4,未活跃,2_转盘心愿,S25北畠具教UR(碎片),8,185.0,37
20250117-20250120-4,中R,3_转盘心愿,UR招募令,47,2715.0,905
20250321-20250324-4,微R,1_转盘心愿,S14三条之方UR,14,14.0,14
20250522-20250525-4,大R,2_转盘心愿,谋·竹中半兵卫SSR+,2,23.0,23
20250522-20250525-4,小R,2_转盘心愿,S36SSR+-诸角虎定（碎片）,68,924.0,462
20250219-20250222-4,超R,直购礼包上月标签,超R,10,34180.05529999999,146
20250117-20250120-4,非R,直购礼包上月标签,非R,7,2376.2509000000005,32
20250219-20250222-4,非R,直购礼包上月标签,非R,1,1844.4107999999999,3
20250321-20250324-4,未活跃,1_转盘心愿,S28柿崎景家UR,4,11.0,11
20250219-20250222-4,大R,直购礼包,赛季UR转盘礼包2,10,4610.448,38
