type,period,last1_paytag,dtype1,dtype2,users,money_rmb,sincetime_money
paymentact_week_group,0428-0504,大R,金币,,5,187.567200,1052.0
paymentact_week_group,0127-0202,中R,开运礼包,,3,750.268800,0.0
paymentact_week_group,0331-0406,微R,超级转盘,,1,0.000000,64.0
paymentact_week_group,0106-0112,非R,战鼓解锁,,3,375.134400,0.0
paymentact_week_group,0106-0112,小R,周期-日礼包,,4,134.423160,4.0
paymentact_week_group,0217-0223,微R,神武锻造,,2,67.732600,32.0
paymentact_week_group,0324-0330,未活跃,月度周储钱罐,,3,33.345280,16.0
paymentact_week_group,0310-0316,非R,battlepass,,2,333.452800,0.0
paymentact_week_group,0113-0119,非R,开运礼包,,4,0.000000,64.0
paymentact_week_group,0512-0518,大R,神魔之乱,,2,375.134400,1228.0
paymentact_week_group,0505-0511,未活跃,月卡,,1,96.388700,0.0
paymentact_week_group,0317-0323,超R,月度活动,,5,875.313600,1320.0
paymentact_week_group,0120-0126,中R,荣耀特典,,1,62.522400,0.0
paymentact_week_group,0120-0126,未活跃,珍珠,,1,25.008960,0.0
paymentact_week_group,0203-0209,超R,神魔之乱,,2,614.803600,304.0
paymentact_week_group,0421-0427,小R,运营活动直购礼包,,1,0.000000,32.0
paymentact_week_group,1230-0105,小R,签到礼包,,36,5231.040800,780.0
paymentact_week_group,0505-0511,小R,珍珠,,7,1033.703680,0.0
paymentact_week_group,0224-0302,大R,情人节活动,,24,16526.754400,12700.0
paymentact_week_group,1230-0105,非R,周期-日礼包,,1,33.866300,0.0
paymentact_week_group,0421-0427,中R,月次祭礼包,,13,3519.490100,4072.0
paymentact_week_group,0407-0413,中R,游园会通行证,,3,250.089600,180.0
paymentact_week_group,0407-0413,大R,每日一键,,9,316.780160,462.0
paymentact_week_group,0106-0112,非R,珍珠,,6,183.920060,0.0
paymentact_week_group,0519-0525,大R,一条龙,,23,6765.444700,10768.0
paymentact_week_group,0224-0302,超R,周期-日礼包,,1,125.044800,0.0
paymentact_week_group,0303-0309,大R,4周年庆典自选礼包,,11,5439.448800,2420.0
paymentact_week_group,0127-0202,微R,金币,,10,233.937980,8.0
paymentact_week_group,0303-0309,大R,行脚商人,,21,6775.865100,5180.0
paymentact_week_group,0428-0504,超R,神魔之乱,,4,13919.049300,660.0
paymentact_week_group,0317-0323,超R,珍珠,,7,54441.379800,0.0
paymentact_week_group,0106-0112,中R,情人节活动,,33,7359.407500,5508.0
paymentact_week_group,0310-0316,大R,周期-周礼包,,5,549.676100,424.0
paymentact_week_group,0421-0427,大R,周期-日礼包,,11,400.143360,504.0
paymentact_week_group,0421-0427,中R,千本抽,,14,4493.276480,940.0
paymentact_week_group,0210-0216,小R,金币,,11,890.944200,0.0
paymentact_week_group,0106-0112,大R,游园会通行证,,3,375.134400,180.0
paymentact_week_group,0505-0511,非R,珍珠,,1,8.336320,0.0
paymentact_week_group,0210-0216,大R,每日一键,,10,358.461760,402.0
paymentact_week_group,0519-0525,非R,月卡,,7,158.911100,636.0
paymentact_week_group,0407-0413,微R,每日一键,,3,16.672640,8.0
paymentact_week_group,0224-0302,非R,珍珠,,4,625.224000,0.0
paymentact_week_group,0310-0316,大R,周期-日礼包,,3,317.822200,120.0
paymentact_week_group,0317-0323,小R,6周年礼包,,1,2459.214400,0.0
paymentact_week_group,0512-0518,大R,游园会通行证,,3,312.612000,120.0
paymentact_week_group,0512-0518,中R,月次祭礼包,,3,0.000000,320.0
paymentact_week_group,0210-0216,非R,每日一键,,1,8.336320,0.0
paymentact_week_group,0407-0413,大R,游园会通行证,,4,125.044800,420.0
paymentact_week_group,0224-0302,非R,月度活动,,2,437.656800,120.0
paymentact_week_group,0310-0316,大R,battlepass-周年庆,,4,375.134400,120.0
paymentact_week_group,0519-0525,未活跃,行脚商人,,1,125.044800,0.0
paymentact_week_group,0106-0112,非R,开运礼包,,1,0.000000,16.0
paymentact_week_group,0310-0316,微R,战鼓解锁,,1,0.000000,120.0
paymentact_week_group,0120-0126,超R,月度活动,,2,312.612000,120.0
paymentact_week_group,0224-0302,微R,battlepass,,1,166.726400,0.0
paymentact_week_group,0120-0126,非R,运营活动直购礼包,,1,0.000000,3960.0
paymentact_week_group,0331-0406,非R,行脚商人,,1,62.522400,0.0
paymentact_week_group,1230-0105,微R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0303-0309,中R,每日一键,,33,725.259840,1124.0
paymentact_week_group,0127-0202,中R,签到礼包,,60,25300.731200,4860.0
paymentact_week_group,0331-0406,大R,每日一键,,12,475.170240,532.0
paymentact_week_group,0120-0126,大R,神武锻造,,25,16167.250600,9308.0
paymentact_week_group,0512-0518,非R,周期-日礼包,,4,79.195040,240.0
paymentact_week_group,0303-0309,中R,幸运屋,,9,437.656800,720.0
paymentact_week_group,0421-0427,中R,游园会通行证,,17,2000.716800,1020.0
paymentact_week_group,1230-0105,小R,月卡,,24,3282.426000,32.0
paymentact_week_group,0512-0518,中R,游园会通行证,,4,125.044800,120.0
paymentact_week_group,0421-0427,微R,月卡,,22,2271.647200,0.0
paymentact_week_group,0120-0126,小R,月度周储钱罐,,18,266.762240,32.0
paymentact_week_group,0414-0420,大R,battlepass,,18,1333.811200,1600.0
paymentact_week_group,0324-0330,中R,幸运屋,,6,255.299800,300.0
paymentact_week_group,0505-0511,大R,行脚商人,,19,3344.948400,3836.0
paymentact_week_group,0421-0427,中R,每日一键,,20,283.434880,760.0
paymentact_week_group,0106-0112,大R,6周年礼包,,12,14653.687500,4128.0
paymentact_week_group,0331-0406,超R,4周年庆典自选礼包,,8,6085.513600,2360.0
paymentact_week_group,0203-0209,中R,月卡,,42,2951.578300,1308.0
paymentact_week_group,0127-0202,大R,金币,,10,3316.292300,3048.0
paymentact_week_group,0303-0309,小R,金币,,12,1263.473500,8.0
paymentact_week_group,0512-0518,超R,团购礼包,,6,1510.958000,11232.0
paymentact_week_group,1230-0105,非R,battlepass-周年庆,,2,250.089600,0.0
paymentact_week_group,0120-0126,中R,周期-周礼包,,10,625.224000,408.0
paymentact_week_group,0407-0413,小R,签到礼包,,20,5814.583200,380.0
paymentact_week_group,0428-0504,中R,限购礼包,,20,1404.148900,1932.0
paymentact_week_group,0505-0511,非R,月度周储钱罐,,10,50.017920,112.0
paymentact_week_group,0106-0112,超R,福瑞赏,,7,375.134400,3840.0
paymentact_week_group,0505-0511,非R,6周年礼包,,3,33.866300,9392.0
paymentact_week_group,0505-0511,非R,每日一键,,2,58.354240,22.0
paymentact_week_group,0421-0427,大R,千本抽,,4,0.000000,204.0
paymentact_week_group,0414-0420,微R,每日一键,,4,58.354240,4.0
paymentact_week_group,0414-0420,大R,月次祭礼包,,4,3141.750600,2800.0
paymentact_week_group,0331-0406,微R,行脚商人,,2,812.791200,0.0
paymentact_week_group,0331-0406,小R,周期-周礼包,,1,0.000000,32.0
paymentact_week_group,0512-0518,中R,battlepass,,11,1312.970400,675.0
paymentact_week_group,1230-0105,大R,开运礼包,,2,614.803600,440.0
paymentact_week_group,0210-0216,微R,月次祭礼包,,1,67.732600,0.0
paymentact_week_group,0120-0126,微R,神武锻造,,2,317.822200,0.0
paymentact_week_group,1230-0105,超R,永久特惠礼包,,1,125.044800,0.0
paymentact_week_group,0331-0406,微R,幸运屋,,1,62.522400,0.0
paymentact_week_group,0317-0323,超R,神魔之乱,,2,2709.304000,64.0
paymentact_week_group,0113-0119,中R,永久特惠礼包,,1,614.803600,0.0
paymentact_week_group,0331-0406,非R,battlepass,,3,333.452800,160.0
paymentact_week_group,0106-0112,非R,福瑞赏,,1,0.000000,60.0
paymentact_week_group,0127-0202,微R,周期-日礼包,,1,0.000000,4.0
paymentact_week_group,0331-0406,大R,行脚商人,,13,1232.212300,3740.0
paymentact_week_group,0217-0223,超R,每日一键,,2,200.071680,0.0
paymentact_week_group,0505-0511,微R,月度周储钱罐,,33,516.851840,32.0
paymentact_week_group,0331-0406,小R,签到礼包,,43,11264.452400,2460.0
paymentact_week_group,0106-0112,中R,月度周储钱罐,,65,716.923520,352.0
paymentact_week_group,0407-0413,非R,battlepass-周年庆,,4,375.134400,120.0
paymentact_week_group,0519-0525,中R,月卡,,40,3865.968400,1456.0
paymentact_week_group,0512-0518,中R,battlepass-周年庆,,17,1750.627200,360.0
paymentact_week_group,0414-0420,中R,月次祭礼包,,7,1497.932500,96.0
paymentact_week_group,0505-0511,小R,超级转盘,,9,1177.505200,0.0
paymentact_week_group,0421-0427,中R,开运礼包,,1,125.044800,0.0
paymentact_week_group,0324-0330,小R,月卡,,24,2219.545200,244.0
paymentact_week_group,0331-0406,超R,月卡,,4,158.911100,212.0
paymentact_week_group,0310-0316,非R,周期-周礼包,,1,0.000000,16.0
paymentact_week_group,0512-0518,非R,月卡,,4,221.433500,92.0
paymentact_week_group,0331-0406,微R,月度活动,,1,0.000000,120.0
paymentact_week_group,0203-0209,大R,运营活动直购礼包,,9,1703.735400,2076.0
paymentact_week_group,0210-0216,大R,赛季征战活动,,1,125.044800,0.0
paymentact_week_group,0113-0119,非R,签到礼包,,5,375.134400,1540.0
paymentact_week_group,1230-0105,非R,月卡,,4,158.911100,64.0
paymentact_week_group,0224-0302,超R,金币,,1,125.044800,0.0
paymentact_week_group,0303-0309,中R,首充之礼包,,1,312.612000,0.0
paymentact_week_group,0324-0330,超R,赛季UR养成通行证,,2,0.000000,980.0
paymentact_week_group,0505-0511,微R,珍珠,,5,233.416960,0.0
paymentact_week_group,0414-0420,大R,周期-日礼包,,5,101.598900,492.0
paymentact_week_group,0331-0406,小R,行脚商人,,3,130.255000,32.0
paymentact_week_group,0310-0316,微R,周期-周礼包,,1,33.866300,0.0
paymentact_week_group,0331-0406,非R,幸运屋,,1,62.522400,0.0
paymentact_week_group,0505-0511,非R,赛季UR养成通行证,,1,0.000000,660.0
paymentact_week_group,0519-0525,微R,一条龙,,84,3888.372260,100.0
paymentact_week_group,0120-0126,中R,月卡,,38,2532.157200,1540.0
paymentact_week_group,0428-0504,中R,金币,,19,3137.061420,840.0
paymentact_week_group,0317-0323,超R,月次祭礼包,,7,10279.724600,3240.0
paymentact_week_group,1230-0105,非R,签到礼包,,9,1062.880800,1100.0
paymentact_week_group,0303-0309,中R,超级转盘,,18,3102.674100,11432.0
paymentact_week_group,0303-0309,大R,赛季征战活动,,1,614.803600,0.0
paymentact_week_group,0303-0309,大R,月卡,,11,823.211600,304.0
paymentact_week_group,0324-0330,中R,6周年礼包,,11,3344.948400,14604.0
paymentact_week_group,0428-0504,中R,周期-周礼包,,14,417.337020,720.0
paymentact_week_group,0414-0420,中R,游园会通行证,,4,250.089600,240.0
paymentact_week_group,0421-0427,中R,battlepass,,13,1959.035200,550.0
paymentact_week_group,0519-0525,超R,行脚商人,,9,5996.940200,8052.0
paymentact_week_group,0324-0330,非R,限购礼包,,1,0.000000,1620.0
paymentact_week_group,0303-0309,非R,battlepass-周年庆,,5,375.134400,240.0
paymentact_week_group,1230-0105,大R,每日一键,,13,175.062720,396.0
paymentact_week_group,0519-0525,中R,千本抽,,10,312.612000,532.0
paymentact_week_group,0224-0302,中R,倍率转盘,,7,612.198500,1304.0
paymentact_week_group,0106-0112,大R,月度活动,,12,2876.030400,1120.0
paymentact_week_group,0407-0413,中R,珍珠,,19,11577.064400,0.0
paymentact_week_group,0113-0119,微R,battlepass,,13,2203.914600,0.0
paymentact_week_group,0106-0112,非R,签到礼包,,6,1177.505200,0.0
paymentact_week_group,0519-0525,超R,月度活动,,4,1187.925600,440.0
paymentact_week_group,0310-0316,微R,限购礼包,,3,67.732600,32.0
paymentact_week_group,0217-0223,超R,超级转盘,,7,1581.295700,11780.0
paymentact_week_group,0505-0511,微R,行脚商人,,3,221.433500,0.0
paymentact_week_group,0407-0413,中R,幸运屋,,8,625.224000,180.0
paymentact_week_group,1230-0105,大R,月度活动,,6,1625.582400,440.0
paymentact_week_group,0224-0302,非R,团购礼包,,2,0.000000,720.0
paymentact_week_group,0303-0309,大R,超级转盘,,12,4340.096600,22236.0
paymentact_week_group,0210-0216,非R,battlepass,,1,0.000000,355.0
paymentact_week_group,0407-0413,中R,月度活动,,9,1187.925600,800.0
paymentact_week_group,0407-0413,大R,赛季UR养成通行证,,3,0.000000,1300.0
paymentact_week_group,1230-0105,微R,周期-日礼包,,1,62.522400,0.0
paymentact_week_group,0331-0406,非R,每日一键,,3,25.008960,20.0
paymentact_week_group,0519-0525,大R,金币,,4,4900.193100,0.0
paymentact_week_group,0203-0209,超R,幸运屋,,1,0.000000,120.0
paymentact_week_group,0331-0406,微R,游园会通行证,,1,0.000000,180.0
paymentact_week_group,0310-0316,非R,周期-日礼包,,2,0.000000,244.0
paymentact_week_group,0303-0309,小R,周期-日礼包,,1,0.000000,8.0
paymentact_week_group,0421-0427,微R,限购礼包,,1,33.866300,0.0
paymentact_week_group,0303-0309,大R,battlepass,,2,369.924200,0.0
paymentact_week_group,0317-0323,未活跃,每日一键,,1,25.008960,0.0
paymentact_week_group,0310-0316,微R,月卡,,33,2758.800900,364.0
paymentact_week_group,0414-0420,中R,每日一键,,20,258.425920,588.0
paymentact_week_group,0203-0209,中R,战鼓解锁,,2,250.089600,0.0
paymentact_week_group,0210-0216,微R,签到礼包,,26,4168.160000,800.0
paymentact_week_group,0210-0216,大R,月度周储钱罐,,23,166.726400,208.0
paymentact_week_group,0421-0427,大R,金币,,6,846.657500,1660.0
paymentact_week_group,0303-0309,微R,月卡,,38,2889.055900,92.0
paymentact_week_group,0303-0309,微R,签到礼包,,26,3178.222000,1100.0
paymentact_week_group,0303-0309,中R,珍珠,,26,12822.302200,0.0
paymentact_week_group,0414-0420,大R,每日一键,,13,325.116480,648.0
paymentact_week_group,0512-0518,中R,4周年庆典自选礼包,,12,1750.627200,1260.0
paymentact_week_group,0120-0126,超R,幸运屋,,2,62.522400,540.0
paymentact_week_group,0217-0223,小R,月度周储钱罐,,19,266.762240,48.0
paymentact_week_group,0407-0413,中R,团购礼包,,12,1909.538300,1088.0
paymentact_week_group,0505-0511,大R,珍珠,,10,15598.296760,0.0
paymentact_week_group,0106-0112,大R,珍珠,,17,14822.497980,0.0
paymentact_week_group,0317-0323,未活跃,开运礼包,,1,16.672640,0.0
paymentact_week_group,0310-0316,非R,金币,,7,326.158520,64.0
paymentact_week_group,0113-0119,大R,4周年庆典自选礼包,,12,2980.234400,7660.0
paymentact_week_group,0106-0112,微R,battlepass,,7,1167.084800,0.0
paymentact_week_group,0317-0323,非R,神武锻造,,2,648.669900,0.0
paymentact_week_group,0421-0427,超R,神武锻造,,11,1927.774000,10612.0
paymentact_week_group,0407-0413,大R,月次祭礼包,,11,25055.851800,7500.0
paymentact_week_group,0217-0223,大R,神武锻造,,16,2886.450800,6052.0
paymentact_week_group,1230-0105,超R,神武锻造,,8,11436.389000,736.0
paymentact_week_group,0224-0302,微R,团购礼包,,1,33.866300,0.0
paymentact_week_group,0224-0302,超R,签到礼包,,11,5574.914000,4120.0
paymentact_week_group,0217-0223,非R,情人节活动,,3,62.522400,1352.0
paymentact_week_group,0113-0119,小R,金币,,9,1186.362540,92.0
paymentact_week_group,0331-0406,大R,幸运屋,,3,96.388700,60.0
paymentact_week_group,0303-0309,微R,周期-日礼包,,2,25.008960,0.0
paymentact_week_group,0106-0112,微R,6周年礼包,,1,33.866300,0.0
paymentact_week_group,0324-0330,非R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0310-0316,非R,4周年庆典自选礼包,,1,0.000000,1320.0
paymentact_week_group,0310-0316,小R,金币,,1,33.866300,0.0
paymentact_week_group,0428-0504,超R,幸运屋,,1,187.567200,0.0
paymentact_week_group,0324-0330,中R,开运礼包,,2,312.612000,120.0
paymentact_week_group,0210-0216,小R,周期-日礼包,,2,187.567200,4.0
paymentact_week_group,0113-0119,非R,福瑞赏,,1,0.000000,3400.0
paymentact_week_group,0120-0126,小R,永久特惠礼包,,1,614.803600,0.0
paymentact_week_group,0210-0216,非R,神魔之乱,,1,1844.410800,0.0
paymentact_week_group,0519-0525,小R,一条龙,,86,8534.828620,716.0
paymentact_week_group,0113-0119,小R,月卡,,35,2883.845700,392.0
paymentact_week_group,0203-0209,中R,签到礼包,,69,28603.998000,7660.0
paymentact_week_group,1230-0105,中R,珍珠,,28,16963.890180,0.0
paymentact_week_group,0303-0309,小R,签到礼包,,31,5533.232400,840.0
paymentact_week_group,0519-0525,中R,battlepass-周年庆,,12,875.313600,600.0
paymentact_week_group,0113-0119,非R,battlepass,,4,666.905600,0.0
paymentact_week_group,0210-0216,大R,幸运屋,,3,62.522400,180.0
paymentact_week_group,0317-0323,超R,6周年礼包,,11,13194.831500,31524.0
paymentact_week_group,0113-0119,大R,幸运屋,,12,1000.358400,480.0
paymentact_week_group,0331-0406,大R,珍珠,,15,28499.272980,0.0
paymentact_week_group,0505-0511,大R,月度周储钱罐,,27,233.416960,208.0
paymentact_week_group,1230-0105,中R,6周年礼包,,14,1615.162000,3972.0
paymentact_week_group,0331-0406,非R,月度周储钱罐,,6,66.690560,32.0
paymentact_week_group,0512-0518,中R,6周年礼包,,15,1495.327400,2936.0
paymentact_week_group,0224-0302,小R,每日一键,,6,50.017920,106.0
paymentact_week_group,0210-0216,中R,团购礼包,,12,2159.106880,264.0
paymentact_week_group,1230-0105,大R,神魔之乱,,10,4868.931900,3344.0
paymentact_week_group,1230-0105,微R,签到礼包,,33,5053.894000,0.0
paymentact_week_group,0224-0302,小R,珍珠,,8,2017.389440,0.0
paymentact_week_group,0407-0413,大R,周期-周礼包,,5,419.421100,404.0
paymentact_week_group,0407-0413,大R,超级转盘,,7,0.000000,3952.0
paymentact_week_group,0414-0420,非R,签到礼包,,3,250.089600,320.0
paymentact_week_group,0407-0413,微R,签到礼包,,8,1927.774000,660.0
paymentact_week_group,0428-0504,微R,情人节活动,,3,255.299800,0.0
paymentact_week_group,0310-0316,中R,幸运屋,,2,125.044800,0.0
paymentact_week_group,0331-0406,微R,珍珠,,6,1295.776740,0.0
paymentact_week_group,0414-0420,大R,签到礼包,,9,677.326000,4720.0
paymentact_week_group,0505-0511,非R,行脚商人,,4,125.044800,3164.0
paymentact_week_group,0217-0223,小R,团购礼包,,4,135.465200,0.0
paymentact_week_group,0324-0330,大R,神魔之乱,,4,784.135100,320.0
paymentact_week_group,0414-0420,中R,月度活动,,4,375.134400,320.0
paymentact_week_group,0505-0511,小R,4周年庆典自选礼包,,1,125.044800,0.0
paymentact_week_group,0407-0413,中R,超级转盘,,2,1547.429400,6760.0
paymentact_week_group,0505-0511,超R,开运礼包,,1,125.044800,0.0
paymentact_week_group,0210-0216,大R,battlepass,,5,369.924200,585.0
paymentact_week_group,0120-0126,小R,情人节活动,,5,6533.590800,0.0
paymentact_week_group,0106-0112,非R,超级转盘,,3,101.598900,1540.0
paymentact_week_group,0127-0202,非R,倍率转盘,,1,0.000000,692.0
paymentact_week_group,0505-0511,微R,6周年礼包,,1,33.866300,0.0
paymentact_week_group,0505-0511,非R,4周年庆典自选礼包,,1,125.044800,0.0
paymentact_week_group,0224-0302,小R,月次祭礼包,,1,0.000000,640.0
paymentact_week_group,0106-0112,非R,幸运屋,,2,62.522400,180.0
paymentact_week_group,0317-0323,非R,运营活动直购礼包,,1,0.000000,3000.0
paymentact_week_group,0310-0316,微R,周期-日礼包,,1,8.336320,0.0
paymentact_week_group,0407-0413,大R,月度活动,,6,437.656800,1320.0
paymentact_week_group,0428-0504,中R,周期-日礼包,,24,192.256380,224.0
paymentact_week_group,0505-0511,中R,神武锻造,,24,1904.328100,2032.0
paymentact_week_group,1230-0105,大R,battlepass-周年庆,,4,250.089600,240.0
paymentact_week_group,1230-0105,大R,周期-日礼包,,3,270.930400,932.0
paymentact_week_group,0303-0309,小R,月卡,,26,2696.278500,32.0
paymentact_week_group,0113-0119,中R,行脚商人,,20,3344.948400,5200.0
paymentact_week_group,0428-0504,小R,一条龙,,50,5645.772720,328.0
paymentact_week_group,0331-0406,小R,battlepass-周年庆,,20,2375.851200,120.0
paymentact_week_group,0324-0330,中R,4周年庆典自选礼包,,15,3365.789200,2160.0
paymentact_week_group,0324-0330,中R,battlepass,,13,1906.933200,550.0
paymentact_week_group,0217-0223,非R,团购礼包,,2,33.866300,2012.0
paymentact_week_group,0505-0511,超R,battlepass-周年庆,,8,500.179200,480.0
paymentact_week_group,0512-0518,大R,月卡,,15,1328.601000,724.0
paymentact_week_group,0324-0330,中R,神魔之乱,,12,3008.890500,160.0
paymentact_week_group,0505-0511,超R,周期-日礼包,,3,200.071680,572.0
paymentact_week_group,0113-0119,超R,运营活动直购礼包,,6,5327.429500,4176.0
paymentact_week_group,0113-0119,大R,珍珠,,14,17967.895720,0.0
paymentact_week_group,0421-0427,非R,神武锻造,,2,614.803600,660.0
paymentact_week_group,0512-0518,中R,周期-周礼包,,9,237.585120,232.0
paymentact_week_group,0324-0330,非R,金币,,8,50.017920,16.0
paymentact_week_group,0505-0511,小R,幸运屋,,4,250.089600,0.0
paymentact_week_group,0310-0316,非R,battlepass-周年庆,,4,375.134400,120.0
paymentact_week_group,0505-0511,超R,周期-周礼包,,3,750.268800,60.0
paymentact_week_group,0505-0511,超R,4周年庆典自选礼包,,4,1927.774000,1300.0
paymentact_week_group,0120-0126,中R,战鼓解锁,,2,375.134400,0.0
paymentact_week_group,0217-0223,小R,珍珠,,6,526.230200,0.0
paymentact_week_group,1230-0105,大R,4周年庆典自选礼包,,10,2855.189600,5120.0
paymentact_week_group,0106-0112,小R,月次祭礼包,,1,169.331500,0.0
paymentact_week_group,0120-0126,超R,珍珠,,8,61288.624640,0.0
paymentact_week_group,0414-0420,微R,battlepass,,8,1000.358400,320.0
paymentact_week_group,0310-0316,大R,月度活动,,4,625.224000,440.0
paymentact_week_group,0113-0119,非R,战鼓解锁,,2,125.044800,120.0
paymentact_week_group,0127-0202,中R,赛季征战活动,,1,0.000000,32.0
paymentact_week_group,0407-0413,中R,赛季UR养成通行证,,1,312.612000,0.0
paymentact_week_group,0210-0216,未活跃,成长计划,,1,312.612000,0.0
paymentact_week_group,0303-0309,大R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0519-0525,超R,月度周储钱罐,,11,83.363200,96.0
paymentact_week_group,0414-0420,中R,珍珠,,27,16242.277480,0.0
paymentact_week_group,0407-0413,微R,周期-周礼包,,1,62.522400,0.0
paymentact_week_group,0210-0216,中R,情人节活动,,74,24385.820080,43128.0
paymentact_week_group,0303-0309,大R,每日一键,,15,450.161280,514.0
paymentact_week_group,0317-0323,微R,神武锻造,,1,67.732600,0.0
paymentact_week_group,0331-0406,微R,每日一键,,11,250.089600,20.0
paymentact_week_group,0106-0112,微R,battlepass-周年庆,,14,1750.627200,0.0
paymentact_week_group,1230-0105,大R,签到礼包,,43,19767.498800,10660.0
paymentact_week_group,0331-0406,大R,团购礼包,,7,505.389400,1120.0
paymentact_week_group,0210-0216,中R,超级转盘,,6,1135.823600,216.0
paymentact_week_group,0414-0420,中R,超级转盘,,6,932.625800,5640.0
paymentact_week_group,0505-0511,小R,每日一键,,12,175.062720,202.0
paymentact_week_group,0203-0209,小R,情人节活动,,6,1685.499700,740.0
paymentact_week_group,1230-0105,非R,金币,,7,113.061340,5288.0
paymentact_week_group,1230-0105,超R,情人节活动,,9,1604.741600,14824.0
paymentact_week_group,0414-0420,大R,行脚商人,,7,2167.443200,1656.0
paymentact_week_group,0407-0413,小R,周期-日礼包,,2,0.000000,8.0
paymentact_week_group,0310-0316,超R,神武锻造,,4,1737.601700,1960.0
paymentact_week_group,0331-0406,小R,每日一键,,12,300.107520,160.0
paymentact_week_group,0324-0330,大R,金币,,9,2032.499020,1444.0
paymentact_week_group,0414-0420,非R,周期-日礼包,,3,0.000000,604.0
paymentact_week_group,0303-0309,未活跃,成长计划,,1,62.522400,0.0
paymentact_week_group,0113-0119,大R,6周年礼包,,12,3441.337100,8516.0
paymentact_week_group,0414-0420,微R,签到礼包,,8,1365.072400,440.0
paymentact_week_group,0127-0202,小R,运营活动直购礼包,,1,125.044800,0.0
paymentact_week_group,0210-0216,超R,运营活动直购礼包,,6,11509.331800,7564.0
paymentact_week_group,0106-0112,微R,月次祭礼包,,1,169.331500,0.0
paymentact_week_group,0505-0511,中R,运营活动直购礼包,,2,3074.018000,2752.0
paymentact_week_group,0310-0316,小R,战鼓解锁,,1,125.044800,0.0
paymentact_week_group,0113-0119,微R,周期-日礼包,,1,8.336320,0.0
paymentact_week_group,0519-0525,小R,运营活动直购礼包,,1,125.044800,120.0
paymentact_week_group,0310-0316,微R,签到礼包,,13,2177.863600,180.0
paymentact_week_group,0512-0518,非R,签到礼包,,3,250.089600,120.0
paymentact_week_group,0106-0112,小R,签到礼包,,29,6408.546000,0.0
paymentact_week_group,0512-0518,小R,一条龙,,63,3132.372240,428.0
paymentact_week_group,0113-0119,大R,battlepass-周年庆,,8,625.224000,360.0
paymentact_week_group,1230-0105,中R,团购礼包,,7,579.374240,256.0
paymentact_week_group,0127-0202,中R,battlepass,,38,5335.244800,960.0
paymentact_week_group,0428-0504,中R,签到礼包,,61,28447.692000,6240.0
paymentact_week_group,0421-0427,中R,月度活动,,13,2438.373600,1240.0
paymentact_week_group,0106-0112,大R,月次祭礼包,,4,2459.214400,320.0
paymentact_week_group,0331-0406,中R,神武锻造,,10,682.536200,1412.0
paymentact_week_group,1230-0105,大R,battlepass,,8,870.103400,515.0
paymentact_week_group,0428-0504,微R,月度周储钱罐,,35,550.197120,32.0
paymentact_week_group,0407-0413,小R,月卡,,31,2368.035900,304.0
paymentact_week_group,0331-0406,中R,运营活动直购礼包,,2,67.732600,812.0
paymentact_week_group,0414-0420,大R,千本抽,,8,737.764320,324.0
paymentact_week_group,1230-0105,大R,周期-周礼包,,6,250.089600,500.0
paymentact_week_group,0505-0511,大R,月度活动,,5,1187.925600,240.0
paymentact_week_group,0303-0309,大R,battlepass-周年庆,,18,1000.358400,1200.0
paymentact_week_group,0428-0504,超R,月度活动,,6,1563.060000,440.0
paymentact_week_group,0310-0316,大R,珍珠,,15,25554.467940,0.0
paymentact_week_group,0317-0323,超R,每日一键,,4,300.107520,54.0
paymentact_week_group,0331-0406,小R,游园会通行证,,2,250.089600,0.0
paymentact_week_group,0224-0302,小R,游园会通行证,,3,62.522400,360.0
paymentact_week_group,0210-0216,非R,珍珠,,1,33.866300,0.0
paymentact_week_group,0217-0223,未活跃,周期-日礼包,,1,0.000000,4.0
paymentact_week_group,0310-0316,中R,赛季UR养成通行证,,1,0.000000,660.0
paymentact_week_group,0519-0525,大R,运营活动直购礼包,,1,614.803600,0.0
paymentact_week_group,0519-0525,中R,金币,,18,2774.952520,1476.0
paymentact_week_group,0414-0420,小R,月卡,,76,10660.069200,1040.0
paymentact_week_group,0421-0427,微R,一条龙,,114,5224.267540,572.0
paymentact_week_group,0303-0309,大R,签到礼包,,13,1854.831200,5440.0
paymentact_week_group,0303-0309,微R,金币,,11,547.592020,4.0
paymentact_week_group,0324-0330,小R,限购礼包,,6,1003.484520,0.0
paymentact_week_group,0106-0112,超R,月卡,,5,442.867000,120.0
paymentact_week_group,0127-0202,微R,月卡,,30,2696.278500,0.0
paymentact_week_group,0414-0420,非R,月次祭礼包,,1,0.000000,660.0
paymentact_week_group,0120-0126,小R,神武锻造,,5,872.708500,0.0
paymentact_week_group,1230-0105,中R,每日一键,,24,375.134400,668.0
paymentact_week_group,0331-0406,超R,签到礼包,,14,8971.964400,4360.0
paymentact_week_group,0303-0309,中R,行脚商人,,29,4629.262700,3092.0
paymentact_week_group,0224-0302,大R,月度周储钱罐,,27,183.399040,256.0
paymentact_week_group,0217-0223,微R,情人节活动,,4,401.185400,0.0
paymentact_week_group,0331-0406,非R,battlepass-周年庆,,16,2000.716800,0.0
paymentact_week_group,0407-0413,小R,金币,,1,614.803600,0.0
