start_natualweek,end_natualweek,natual_week,reason_type,reason,reason_cn,last1_paytag,users,core_add,core_cost
2024-10-14,2024-10-20,1014-1020,other,650,新签到活动补签消耗,中R,3,,80.0
2024-10-07,2024-10-13,1007-1013,other,141,快速升级城市建筑,未活跃,2,,80.0
2025-03-03,2025-03-09,0303-0309,gold_paid,192,充值赠送,大R,3,680.0,
2025-01-27,2025-02-02,0127-0202,other,157,购买通行证等级,大R,1,,1500.0
2024-12-02,2024-12-08,1202-1208,other,350,俘虏勒索,中R,3,,13490.0
2025-02-17,2025-02-23,0217-0223,other,0,管理员,微R,1,100.0,
2024-11-25,2024-12-01,1125-1201,other,405,s21赛季及以后的赛季UR,大R,1,,200.0
2025-04-21,2025-04-27,0421-0427,other,337,神威礼包刷新,超R,3,,960.0
2025-03-24,2025-03-30,0324-0330,other,0,管理员,小R,1,100.0,
2025-05-12,2025-05-18,0512-0518,other,157,购买通行证等级,微R,2,,6000.0
2024-11-18,2024-11-24,1118-1124,gold_paid,362,充值签到,未活跃,1,100.0,
2025-04-14,2025-04-20,0414-0420,other,640,阵法招募,超R,1,,400.0
2024-10-21,2024-10-27,1021-1027,other,401,高级招募,大R,1,,200.0
2024-10-21,2024-10-27,1021-1027,other,676,竞技场主动随机消耗,大R,1,,150.0
2025-03-31,2025-04-06,0331-0406,gold_free,240,未领取家族战积分奖励邮件,微R,1,500.0,
2025-05-12,2025-05-18,0512-0518,gold_free,207,同期排行榜,未活跃,4,9700.0,
2025-02-10,2025-02-16,0210-0216,other,383,家族战天赋树,大R,2,,0.0
2025-02-24,2025-03-02,0224-0302,gold_free,372,战斗结算宝箱开启,未活跃,1,75.0,
2025-02-10,2025-02-16,0210-0216,other,157,购买通行证等级,大R,2,,2500.0
2025-01-06,2025-01-12,0106-0112,gold_paid,19602,月度活跃,非R,1,500.0,
2025-05-19,2025-05-25,0519-0525,other,676,竞技场主动随机消耗,小R,1,,50.0
2025-02-10,2025-02-16,0210-0216,other,0,管理员,超R,1,100.0,
2025-03-03,2025-03-09,0303-0309,other,452,家族红包,小R,1,,1000.0
2024-11-04,2024-11-10,1104-1110,other,157,购买通行证等级,超R,1,,8000.0
2025-03-03,2025-03-09,0303-0309,other,406,VIP5和VIP12卡池,超R,1,,8000.0
2025-02-17,2025-02-23,0217-0223,other,243,战旗挂机立即完成,大R,1,,323.0
2024-11-25,2024-12-01,1125-1201,other,405,s21赛季及以后的赛季UR,中R,1,,200.0
2024-11-18,2024-11-24,1118-1124,other,389,购买驿站刷新次数,微R,194,,184625.0
2024-11-18,2024-11-24,1118-1124,other,657,商店消费,微R,33,,73826.0
2024-10-07,2024-10-13,1007-1013,gold_free,310,排位赛每日任务,微R,215,70420.0,
2024-11-11,2024-11-17,1111-1117,gold_free,103,周签到,非R,1796,335200.0,
2024-11-11,2024-11-17,1111-1117,gold_free,387,驿站任务完成,中R,181,682150.0,
2024-12-09,2024-12-15,1209-1215,gold_free,196,每日任务奖励,微R,263,323510.0,
2024-10-14,2024-10-20,1014-1020,other,676,竞技场主动随机消耗,微R,2,,150.0
2024-11-11,2024-11-17,1111-1117,other,375,战鼓升星,中R,64,,869000.0
2024-11-04,2024-11-10,1104-1110,gold_free,602,荣誉殿堂,非R,1905,2428500.0,
2024-12-30,2025-01-05,1230-0105,other,365,兵装生产加速,微R,58,6.0,10495.0
2024-12-30,2025-01-05,1230-0105,other,618,城池内政放置奖励,中R,21,,20100.0
2024-11-25,2024-12-01,1125-1201,other,243,战旗挂机立即完成,非R,42,,10897.0
2024-11-25,2024-12-01,1125-1201,other,434,购买计策道具,微R,58,,50610.0
2024-10-14,2024-10-20,1014-1020,gold_free,196,每日任务奖励,微R,234,284430.0,
2024-11-04,2024-11-10,1104-1110,gold_paid,362,充值签到,大R,33,4700.0,
2025-01-13,2025-01-19,0113-0119,other,434,购买计策道具,中R,54,,32735.0
2024-10-21,2024-10-27,1021-1027,gold_paid,933,签到礼包领奖,中R,138,577400.0,
2024-11-18,2024-11-24,1118-1124,other,621,活动兑换,大R,7,,18400.0
2025-02-24,2025-03-02,0224-0302,gold_free,196,每日任务奖励,非R,1828,1706310.0,
2024-09-30,2024-10-06,0930-1006,special,316,兑换,大R,52,,1143600.0
2024-12-23,2024-12-29,1223-1229,other,389,购买驿站刷新次数,小R,135,,149100.0
2024-11-25,2024-12-01,1125-1201,gold_free,239,家族战积分奖励,非R,436,174600.0,
2025-01-20,2025-01-26,0120-0126,other,412,装备强化,非R,15,,40199.0
2024-11-04,2024-11-10,1104-1110,gold_paid,192,充值赠送,微R,4,5640.0,
2024-11-04,2024-11-10,1104-1110,gold_paid,362,充值签到,超R,10,1700.0,
2024-10-21,2024-10-27,1021-1027,other,371,购买武将体力,非R,38,,36800.0
2025-01-20,2025-01-26,0120-0126,special,316,兑换,小R,98,30.0,741700.0
2024-10-07,2024-10-13,1007-1013,gold_free,191,副本星星宝箱,非R,71,13450.0,
2025-01-20,2025-01-26,0120-0126,other,403,S1招募,非R,20,,21400.0
2025-02-03,2025-02-09,0203-0209,other,388,购买驿站派遣次数,小R,65,,38500.0
2025-03-24,2025-03-30,0324-0330,gold_free,196,每日任务奖励,非R,1781,1656600.0,
2024-12-23,2024-12-29,1223-1229,other,224,主城加速升级,小R,2,,243.0
2025-04-21,2025-04-27,0421-0427,gold_free,387,驿站任务完成,中R,144,543800.0,
2025-03-24,2025-03-30,0324-0330,gold_free,103,周签到,微R,234,45800.0,
2025-01-20,2025-01-26,0120-0126,gold_free,310,排位赛每日任务,超R,19,6980.0,
2025-02-03,2025-02-09,0203-0209,other,16,代替道具,非R,66,,71161.0
2025-02-10,2025-02-16,0210-0216,other,365,兵装生产加速,非R,112,,18375.0
2025-01-13,2025-01-19,0113-0119,other,471,神威高级招募,大R,2,,400.0
2025-03-17,2025-03-23,0317-0323,gold_free,310,排位赛每日任务,中R,151,54940.0,
2025-03-24,2025-03-30,0324-0330,other,657,商店消费,超R,8,,74739.0
2025-02-24,2025-03-02,0224-0302,other,388,购买驿站派遣次数,小R,51,,40600.0
2024-12-23,2024-12-29,1223-1229,other,389,购买驿站刷新次数,中R,143,,157825.0
2025-03-31,2025-04-06,0331-0406,gold_free,310,排位赛每日任务,微R,221,76180.0,
2024-12-16,2024-12-22,1216-1222,gold_free,13001,玩家回流活动,非R,28,13800.0,
2024-12-30,2025-01-05,1230-0105,other,627,家族科技捐献,非R,29,,18100.0
2025-03-17,2025-03-23,0317-0323,gold_paid,19602,月度活跃,非R,730,365000.0,
2025-03-03,2025-03-09,0303-0309,other,388,购买驿站派遣次数,微R,89,,58100.0
2025-04-07,2025-04-13,0407-0413,other,403,S1招募,未活跃,4,,2600.0
2025-01-13,2025-01-19,0113-0119,other,926,设置武将化境技能,中R,25,,3500.0
2025-05-05,2025-05-11,0505-0511,gold_free,372,战斗结算宝箱开启,中R,140,65970.0,7441.0
2025-04-21,2025-04-27,0421-0427,special,316,兑换,非R,819,100.0,4024800.0
2025-04-21,2025-04-27,0421-0427,other,200,重置精英副本,非R,34,,2300.0
2025-04-21,2025-04-27,0421-0427,other,388,购买驿站派遣次数,大R,21,,17300.0
2025-05-19,2025-05-25,0519-0525,other,452,家族红包,未活跃,1,,2000.0
2025-03-10,2025-03-16,0310-0316,other,431,购买体力,大R,4,,10920.0
2024-12-02,2024-12-08,1202-1208,gold_paid,4,玩家付费,小R,108,249180.0,
2025-04-07,2025-04-13,0407-0413,other,168,购买通行证2等级,非R,24,,42500.0
2025-03-17,2025-03-23,0317-0323,other,365,兵装生产加速,非R,131,100.0,17217.0
2025-02-24,2025-03-02,0224-0302,gold_free,310,排位赛每日任务,未活跃,9,420.0,
2025-03-31,2025-04-06,0331-0406,other,926,设置武将化境技能,非R,82,,11600.0
2025-05-05,2025-05-11,0505-0511,gold_free,103,周签到,中R,147,43600.0,
2025-05-12,2025-05-18,0512-0518,other,0,管理员,微R,97,48600.0,
2025-04-07,2025-04-13,0407-0413,gold_free,196,每日任务奖励,未活跃,46,14640.0,
2025-04-14,2025-04-20,0414-0420,gold_free,103,周签到,超R,24,4800.0,
2024-11-04,2024-11-10,1104-1110,gold_free,13001,玩家回流活动,未活跃,21,16400.0,
2024-12-02,2024-12-08,1202-1208,gold_free,310,排位赛每日任务,中R,170,60940.0,
2024-10-28,2024-11-03,1028-1103,other,365,兵装生产加速,大R,31,,6945.0
2025-01-06,2025-01-12,0106-0112,special,15,使用道具,大R,45,114640.0,
2024-11-25,2024-12-01,1125-1201,gold_free,13001,玩家回流活动,非R,47,23400.0,
2024-11-04,2024-11-10,1104-1110,other,659,自由市集购买礼包,中R,12,,5800.0
2025-01-13,2025-01-19,0113-0119,special,15,使用道具,大R,49,106626.0,
2025-01-13,2025-01-19,0113-0119,gold_free,608,7日登录活动,未活跃,6,2300.0,120.0
2025-05-05,2025-05-11,0505-0511,other,412,装备强化,非R,12,,20713.0
2025-03-17,2025-03-23,0317-0323,gold_free,387,驿站任务完成,大R,40,161300.0,
2025-01-20,2025-01-26,0120-0126,gold_paid,19602,月度活跃,大R,26,13000.0,
2025-03-24,2025-03-30,0324-0330,other,434,购买计策道具,微R,47,,64205.0
2024-10-28,2024-11-03,1028-1103,gold_free,680,竞技场大赛季结算,非R,5,500.0,
2025-01-06,2025-01-12,0106-0112,other,365,兵装生产加速,微R,65,30.0,11392.0
2025-05-05,2025-05-11,0505-0511,other,403,S1招募,非R,18,,10600.0
2025-01-20,2025-01-26,0120-0126,other,371,购买武将体力,中R,16,,25200.0
2025-05-12,2025-05-18,0512-0518,gold_paid,933,签到礼包领奖,小R,49,160200.0,
2025-04-28,2025-05-04,0428-0504,other,243,战旗挂机立即完成,超R,4,,1799.0
2025-05-26,2025-06-01,0526-0601,other,952,,中R,14,26250.0,
2024-10-07,2024-10-13,1007-1013,gold_paid,933,签到礼包领奖,大R,34,94400.0,
2025-03-24,2025-03-30,0324-0330,gold_free,680,竞技场大赛季结算,超R,16,6200.0,
2025-04-07,2025-04-13,0407-0413,gold_paid,4,玩家付费,微R,41,52980.0,
2024-11-11,2024-11-17,1111-1117,other,401,高级招募,非R,4,,2800.0
2024-11-11,2024-11-17,1111-1117,other,224,主城加速升级,微R,6,,162.0
2025-02-24,2025-03-02,0224-0302,gold_free,196,每日任务奖励,超R,16,21050.0,
2024-10-07,2024-10-13,1007-1013,other,413,战旗招募,非R,41,,45200.0
2025-05-05,2025-05-11,0505-0511,other,389,购买驿站刷新次数,小R,120,,130325.0
2025-05-19,2025-05-25,0519-0525,other,338,神将祈愿活动,大R,2,,1900.0
2025-05-19,2025-05-25,0519-0525,other,473,国宝高级招募,中R,2,,400.0
2025-03-24,2025-03-30,0324-0330,other,365,兵装生产加速,小R,33,,3531.0
2025-04-21,2025-04-27,0421-0427,other,609,限定募集活动,大R,3,,12000.0
2024-11-11,2024-11-17,1111-1117,other,388,购买驿站派遣次数,超R,6,,9100.0
2024-11-11,2024-11-17,1111-1117,other,412,装备强化,非R,23,,129333.0
2024-11-04,2024-11-10,1104-1110,gold_free,602,荣誉殿堂,超R,15,18600.0,
2024-11-18,2024-11-24,1118-1124,gold_free,387,驿站任务完成,未活跃,23,13830.0,
2024-12-02,2024-12-08,1202-1208,gold_free,196,每日任务奖励,超R,20,26440.0,
2025-05-12,2025-05-18,0512-0518,other,627,家族科技捐献,非R,20,,17350.0
2025-03-24,2025-03-30,0324-0330,special,316,兑换,未活跃,13,,41900.0
2025-04-14,2025-04-20,0414-0420,gold_free,608,7日登录活动,未活跃,4,1900.0,20.0
2025-05-12,2025-05-18,0512-0518,other,433,购买银币,未活跃,3,,700.0
2024-12-16,2024-12-22,1216-1222,gold_free,196,每日任务奖励,大R,50,66610.0,
2024-10-07,2024-10-13,1007-1013,other,16,代替道具,小R,4,,2020.0
2024-10-21,2024-10-27,1021-1027,other,420,购买VIP礼包,微R,2,,6498.0
2025-01-27,2025-02-02,0127-0202,other,609,限定募集活动,中R,11,,57000.0
2025-05-05,2025-05-11,0505-0511,gold_free,191,副本星星宝箱,未活跃,24,10050.0,
2025-04-07,2025-04-13,0407-0413,other,945,团购金币购买,未活跃,2,,2500.0
2025-03-10,2025-03-16,0310-0316,other,389,购买驿站刷新次数,未活跃,4,,325.0
2025-04-21,2025-04-27,0421-0427,gold_paid,19601,月度活跃,中R,9,4500.0,
2024-11-04,2024-11-10,1104-1110,other,618,城池内政放置奖励,大R,14,,20400.0
2024-10-07,2024-10-13,1007-1013,gold_paid,307,金币购买赠送活动,中R,18,4766.0,
2024-09-30,2024-10-06,0930-1006,other,676,竞技场主动随机消耗,非R,4,,900.0
2024-11-25,2024-12-01,1125-1201,other,621,活动兑换,超R,4,,9200.0
2025-04-14,2025-04-20,0414-0420,other,676,竞技场主动随机消耗,小R,2,,450.0
2025-04-07,2025-04-13,0407-0413,other,352,俘虏勒索,中R,2,,2264.0
2025-05-05,2025-05-11,0505-0511,gold_paid,19602,月度活跃,小R,9,4500.0,
2024-11-18,2024-11-24,1118-1124,other,473,国宝高级招募,小R,5,,3000.0
2025-02-10,2025-02-16,0210-0216,other,675,竞技场购买挑战次数消耗,小R,5,,1700.0
2025-02-17,2025-02-23,0217-0223,other,352,俘虏勒索,微R,2,,1896.0
2025-01-06,2025-01-12,0106-0112,other,618,城池内政放置奖励,中R,15,,14700.0
2025-03-17,2025-03-23,0317-0323,gold_paid,192,充值赠送,中R,10,32240.0,
2024-11-04,2024-11-10,1104-1110,gold_free,239,家族战积分奖励,小R,37,18800.0,
2025-01-20,2025-01-26,0120-0126,other,621,活动兑换,中R,10,,22300.0
2025-03-17,2025-03-23,0317-0323,other,618,城池内政放置奖励,大R,14,,41400.0
2025-04-28,2025-05-04,0428-0504,other,675,竞技场购买挑战次数消耗,大R,10,,7500.0
2025-05-26,2025-06-01,0526-0601,other,365,兵装生产加速,小R,2,,149.0
2025-02-10,2025-02-16,0210-0216,gold_free,311,排位赛段位任务,非R,5,250.0,
2024-10-14,2024-10-20,1014-1020,other,618,城池内政放置奖励,中R,16,,20400.0
2024-12-16,2024-12-22,1216-1222,other,243,战旗挂机立即完成,微R,11,,2068.0
2025-01-13,2025-01-19,0113-0119,other,200,重置精英副本,中R,4,,100.0
2025-01-27,2025-02-02,0127-0202,other,0,管理员,非R,2,200.0,
2025-01-20,2025-01-26,0120-0126,gold_free,678,竞技场小赛季结算,超R,6,1600.0,
2024-12-16,2024-12-22,1216-1222,other,676,竞技场主动随机消耗,中R,3,,1900.0
2025-01-13,2025-01-19,0113-0119,other,243,战旗挂机立即完成,小R,4,,844.0
2025-01-20,2025-01-26,0120-0126,gold_free,240,未领取家族战积分奖励邮件,大R,1,600.0,
2025-03-17,2025-03-23,0317-0323,other,243,战旗挂机立即完成,微R,9,,2350.0
2025-02-24,2025-03-02,0224-0302,other,471,神威高级招募,微R,5,,4600.0
2025-03-24,2025-03-30,0324-0330,other,471,神威高级招募,非R,31,,124000.0
2025-04-14,2025-04-20,0414-0420,gold_free,305,家族红包领取,微R,5,1116.0,
2024-10-28,2024-11-03,1028-1103,other,402,UR招募,中R,3,,7200.0
2024-12-30,2025-01-05,1230-0105,other,413,战旗招募,中R,4,,6600.0
2024-10-07,2024-10-13,1007-1013,gold_free,207,同期排行榜,非R,1,2100.0,
2025-02-24,2025-03-02,0224-0302,other,379,家族战提供公共武将,微R,2,,400.0
2025-02-10,2025-02-16,0210-0216,other,403,S1招募,中R,4,,2600.0
2025-03-03,2025-03-09,0303-0309,other,389,购买驿站刷新次数,未活跃,3,,425.0
2025-04-28,2025-05-04,0428-0504,other,157,购买通行证等级,微R,2,,1500.0
2025-01-20,2025-01-26,0120-0126,other,640,阵法招募,非R,3,,800.0
2024-11-25,2024-12-01,1125-1201,other,452,家族红包,微R,2,,2000.0
2024-10-07,2024-10-13,1007-1013,gold_free,305,家族红包领取,大R,6,706.0,
2024-12-09,2024-12-15,1209-1215,other,411,S1装备招募,非R,4,,2000.0
2025-03-03,2025-03-09,0303-0309,other,413,战旗招募,中R,7,,12000.0
2025-04-21,2025-04-27,0421-0427,other,627,家族科技捐献,未活跃,1,,200.0
2025-03-24,2025-03-30,0324-0330,other,200,重置精英副本,未活跃,1,,10.0
2024-12-16,2024-12-22,1216-1222,other,16,代替道具,大R,1,,110.0
2024-11-18,2024-11-24,1118-1124,other,352,俘虏勒索,微R,3,,2658.0
2024-11-04,2024-11-10,1104-1110,other,16,代替道具,小R,2,,1330.0
2025-03-17,2025-03-23,0317-0323,other,676,竞技场主动随机消耗,中R,5,,1800.0
2025-03-03,2025-03-09,0303-0309,other,434,购买计策道具,超R,3,,9340.0
2025-03-31,2025-04-06,0331-0406,other,452,家族红包,非R,7,,31000.0
2025-03-10,2025-03-16,0310-0316,other,926,设置武将化境技能,超R,2,,300.0
2025-05-26,2025-06-01,0526-0601,gold_paid,194,月卡奖励,非R,6,900.0,
2025-02-24,2025-03-02,0224-0302,other,157,购买通行证等级,非R,4,,6000.0
2024-12-16,2024-12-22,1216-1222,other,627,家族科技捐献,大R,2,,1500.0
2025-03-17,2025-03-23,0317-0323,gold_free,171,邮件奖励,未活跃,5,500.0,
2024-10-14,2024-10-20,1014-1020,other,157,购买通行证等级,微R,3,,2000.0
2024-12-09,2024-12-15,1209-1215,other,406,VIP5和VIP12卡池,非R,2,,12000.0
2024-11-18,2024-11-24,1118-1124,other,398,购买UR礼包,大R,3,,33000.0
2025-04-21,2025-04-27,0421-0427,other,471,神威高级招募,大R,1,,200.0
2024-12-09,2024-12-15,1209-1215,other,433,购买银币,未活跃,3,,600.0
2024-10-21,2024-10-27,1021-1027,other,371,购买武将体力,超R,4,,16400.0
2025-01-20,2025-01-26,0120-0126,other,403,S1招募,小R,2,,4200.0
2025-02-10,2025-02-16,0210-0216,other,676,竞技场主动随机消耗,中R,2,,850.0
2025-01-27,2025-02-02,0127-0202,gold_free,372,战斗结算宝箱开启,未活跃,2,75.0,240.0
2025-01-06,2025-01-12,0106-0112,other,473,国宝高级招募,超R,2,,400.0
2025-02-03,2025-02-09,0203-0209,gold_free,680,竞技场大赛季结算,非R,3,400.0,
2025-04-21,2025-04-27,0421-0427,other,375,战鼓升星,超R,2,,60000.0
2024-11-18,2024-11-24,1118-1124,gold_paid,194,月卡奖励,未活跃,2,400.0,
2024-11-25,2024-12-01,1125-1201,other,473,国宝高级招募,小R,2,,400.0
2025-02-10,2025-02-16,0210-0216,other,383,家族战天赋树,小R,4,,0.0
2024-12-02,2024-12-08,1202-1208,other,936,资源找回,微R,5,,10630.0
2024-11-18,2024-11-24,1118-1124,other,402,UR招募,大R,1,,600.0
2024-11-11,2024-11-17,1111-1117,gold_paid,192,充值赠送,非R,3,8560.0,
2024-12-23,2024-12-29,1223-1229,other,383,家族战天赋树,中R,3,,0.0
2025-02-24,2025-03-02,0224-0302,gold_free,13001,玩家回流活动,微R,1,1800.0,
2024-12-16,2024-12-22,1216-1222,other,0,管理员,非R,3,300.0,
2025-01-20,2025-01-26,0120-0126,gold_free,311,排位赛段位任务,非R,5,300.0,
2025-01-20,2025-01-26,0120-0126,other,350,俘虏勒索,小R,2,,5265.0
2024-10-14,2024-10-20,1014-1020,other,926,设置武将化境技能,超R,5,,1800.0
2025-02-10,2025-02-16,0210-0216,gold_free,240,未领取家族战积分奖励邮件,未活跃,2,7800.0,
2024-12-02,2024-12-08,1202-1208,other,0,管理员,非R,4,400.0,
2024-12-23,2024-12-29,1223-1229,gold_free,680,竞技场大赛季结算,未活跃,1,150.0,
2025-03-31,2025-04-06,0331-0406,other,350,俘虏勒索,微R,5,,7225.0
2024-12-02,2024-12-08,1202-1208,other,141,快速升级城市建筑,中R,1,,20.0
2024-11-04,2024-11-10,1104-1110,other,379,家族战提供公共武将,中R,3,,700.0
2025-04-14,2025-04-20,0414-0420,other,401,高级招募,中R,1,,400.0
2024-11-18,2024-11-24,1118-1124,other,473,国宝高级招募,大R,1,,200.0
2025-03-03,2025-03-09,0303-0309,other,402,UR招募,大R,3,,1600.0
2024-12-02,2024-12-08,1202-1208,other,473,国宝高级招募,微R,2,,2200.0
2024-12-09,2024-12-15,1209-1215,other,433,购买银币,超R,2,,1800.0
2024-12-23,2024-12-29,1223-1229,other,650,新签到活动补签消耗,中R,2,,60.0
2025-02-10,2025-02-16,0210-0216,other,401,高级招募,未活跃,1,,600.0
2024-10-21,2024-10-27,1021-1027,other,350,俘虏勒索,大R,1,,6958.0
2024-12-16,2024-12-22,1216-1222,other,0,管理员,中R,1,100.0,
2025-04-07,2025-04-13,0407-0413,other,657,商店消费,未活跃,3,,15000.0
2025-04-28,2025-05-04,0428-0504,other,383,家族战天赋树,微R,2,,0.0
2025-03-17,2025-03-23,0317-0323,other,412,装备强化,未活跃,1,,173.0
2025-03-10,2025-03-16,0310-0316,other,224,主城加速升级,超R,1,,120.0
2024-10-07,2024-10-13,1007-1013,other,412,装备强化,微R,1,,144.0
2024-11-25,2024-12-01,1125-1201,other,609,限定募集活动,大R,1,,7000.0
2024-11-11,2024-11-17,1111-1117,other,383,家族战天赋树,微R,1,,0.0
2025-05-19,2025-05-25,0519-0525,other,405,s21赛季及以后的赛季UR,小R,2,,8000.0
2025-04-21,2025-04-27,0421-0427,other,936,资源找回,中R,1,,450.0
2025-03-17,2025-03-23,0317-0323,other,621,活动兑换,未活跃,1,,3700.0
2024-11-04,2024-11-10,1104-1110,other,451,修改家徽,超R,1,,200.0
2025-05-12,2025-05-18,0512-0518,gold_free,191,副本星星宝箱,小R,1,50.0,
2024-12-09,2024-12-15,1209-1215,gold_free,191,副本星星宝箱,小R,1,200.0,
2024-12-30,2025-01-05,1230-0105,other,420,购买VIP礼包,未活跃,1,,29.0
2025-05-19,2025-05-25,0519-0525,other,433,购买银币,大R,1,,100.0
2024-11-04,2024-11-10,1104-1110,special,316,兑换,微R,194,80.0,1349970.0
2024-12-16,2024-12-22,1216-1222,gold_free,239,家族战积分奖励,中R,31,14100.0,
2024-12-02,2024-12-08,1202-1208,other,389,购买驿站刷新次数,非R,837,,671850.0
2024-09-30,2024-10-06,0930-1006,special,316,兑换,中R,178,260.0,2992700.0
2024-09-30,2024-10-06,0930-1006,gold_free,310,排位赛每日任务,超R,17,5900.0,
2024-10-21,2024-10-27,1021-1027,other,926,设置武将化境技能,中R,15,,2500.0
2024-11-11,2024-11-17,1111-1117,special,15,使用道具,非R,642,494598.0,
2024-11-25,2024-12-01,1125-1201,gold_free,372,战斗结算宝箱开启,大R,50,25380.0,2332.0
2024-11-25,2024-12-01,1125-1201,other,389,购买驿站刷新次数,大R,46,,52675.0
2024-10-28,2024-11-03,1028-1103,other,389,购买驿站刷新次数,大R,45,,61650.0
2024-10-14,2024-10-20,1014-1020,gold_free,387,驿站任务完成,非R,1563,3699540.0,
2024-10-14,2024-10-20,1014-1020,gold_free,196,每日任务奖励,中R,188,248060.0,
2024-10-14,2024-10-20,1014-1020,gold_paid,194,月卡奖励,中R,157,299150.0,
2024-12-23,2024-12-29,1223-1229,gold_paid,194,月卡奖励,小R,128,204300.0,
2024-12-23,2024-12-29,1223-1229,gold_paid,362,充值签到,超R,13,1900.0,
2024-12-23,2024-12-29,1223-1229,gold_free,196,每日任务奖励,中R,176,224160.0,
2025-01-13,2025-01-19,0113-0119,gold_free,372,战斗结算宝箱开启,非R,1228,283225.0,38232.0
2024-10-28,2024-11-03,1028-1103,other,432,购买天赋点,非R,10,,2600.0
2024-12-23,2024-12-29,1223-1229,other,650,新签到活动补签消耗,非R,204,,8540.0
2024-10-28,2024-11-03,1028-1103,gold_free,103,周签到,非R,1905,352800.0,
2025-01-27,2025-02-02,0127-0202,other,389,购买驿站刷新次数,大R,35,,46700.0
2025-01-27,2025-02-02,0127-0202,other,365,兵装生产加速,小R,41,10.0,4569.0
2024-12-02,2024-12-08,1202-1208,special,15,使用道具,微R,166,115550.0,
2025-01-27,2025-02-02,0127-0202,gold_free,196,每日任务奖励,超R,17,22990.0,
2024-12-02,2024-12-08,1202-1208,other,413,战旗招募,非R,28,,29600.0
2025-01-20,2025-01-26,0120-0126,other,388,购买驿站派遣次数,小R,53,,34200.0
2025-02-17,2025-02-23,0217-0223,gold_free,387,驿站任务完成,非R,1432,3344680.0,
2025-02-17,2025-02-23,0217-0223,gold_free,387,驿站任务完成,中R,175,677450.0,
2024-10-21,2024-10-27,1021-1027,other,473,国宝高级招募,小R,6,,12600.0
2024-09-30,2024-10-06,0930-1006,gold_free,239,家族战积分奖励,大R,12,5500.0,
2025-03-24,2025-03-30,0324-0330,gold_free,196,每日任务奖励,中R,158,201230.0,
2024-11-25,2024-12-01,1125-1201,gold_paid,4,玩家付费,非R,27,75460.0,
2025-02-03,2025-02-09,0203-0209,other,365,兵装生产加速,非R,120,70.0,20574.0
2025-03-24,2025-03-30,0324-0330,gold_paid,194,月卡奖励,小R,81,126200.0,
2025-03-24,2025-03-30,0324-0330,gold_paid,4,玩家付费,中R,112,454080.0,
2025-02-03,2025-02-09,0203-0209,special,316,兑换,小R,113,,825450.0
2024-11-25,2024-12-01,1125-1201,gold_free,678,竞技场小赛季结算,超R,4,800.0,
2024-12-23,2024-12-29,1223-1229,special,316,兑换,微R,183,20.0,1160300.0
2025-03-31,2025-04-06,0331-0406,other,389,购买驿站刷新次数,中R,118,,132500.0
2025-03-24,2025-03-30,0324-0330,other,389,购买驿站刷新次数,非R,850,,687025.0
2025-04-28,2025-05-04,0428-0504,other,460,转盘抽奖消耗,微R,13,,56600.0
2025-02-10,2025-02-16,0210-0216,other,325,政务活动建设,小R,5,,11200.0
2025-03-10,2025-03-16,0310-0316,gold_free,602,荣誉殿堂,中R,159,115100.0,
2025-05-12,2025-05-18,0512-0518,other,434,购买计策道具,非R,233,,128470.0
2024-12-02,2024-12-08,1202-1208,other,657,商店消费,非R,155,,284946.0
2025-04-28,2025-05-04,0428-0504,gold_free,387,驿站任务完成,微R,274,912150.0,
2025-01-13,2025-01-19,0113-0119,gold_paid,4,玩家付费,大R,45,475140.0,
2024-12-30,2025-01-05,1230-0105,other,650,新签到活动补签消耗,微R,12,,440.0
2024-12-23,2024-12-29,1223-1229,gold_free,239,家族战积分奖励,微R,41,19100.0,
2025-05-19,2025-05-25,0519-0525,other,388,购买驿站派遣次数,非R,274,,190500.0
2025-05-19,2025-05-25,0519-0525,special,316,兑换,小R,119,,830900.0
2025-03-17,2025-03-23,0317-0323,special,15,使用道具,微R,149,108950.0,
2025-05-19,2025-05-25,0519-0525,special,316,兑换,中R,131,800.0,1554900.0
2025-03-03,2025-03-09,0303-0309,other,636,家族总动员购买任务次数,小R,54,,7330.0
2025-05-19,2025-05-25,0519-0525,other,621,活动兑换,非R,213,,149900.0
2025-03-17,2025-03-23,0317-0323,gold_paid,4,玩家付费,中R,98,344880.0,
2025-05-12,2025-05-18,0512-0518,gold_paid,194,月卡奖励,小R,126,134250.0,
2025-05-12,2025-05-18,0512-0518,gold_paid,362,充值签到,中R,78,16400.0,
2025-02-03,2025-02-09,0203-0209,special,316,兑换,中R,141,,1584900.0
2025-03-03,2025-03-09,0303-0309,other,657,商店消费,中R,36,,98258.0
2025-05-12,2025-05-18,0512-0518,gold_free,191,副本星星宝箱,非R,28,3200.0,
2025-04-28,2025-05-04,0428-0504,gold_paid,933,签到礼包领奖,中R,59,172300.0,
2025-04-21,2025-04-27,0421-0427,other,243,战旗挂机立即完成,超R,4,,2491.0
2025-05-12,2025-05-18,0512-0518,gold_paid,933,签到礼包领奖,超R,15,118400.0,
2024-12-16,2024-12-22,1216-1222,other,657,商店消费,小R,20,,60225.0
2024-09-30,2024-10-06,0930-1006,other,450,创建家族,非R,2,,600.0
2024-11-11,2024-11-17,1111-1117,other,141,快速升级城市建筑,大R,2,,607.0
2024-11-11,2024-11-17,1111-1117,gold_paid,4,玩家付费,大R,54,830200.0,
